# params={"birth_rate":0.022852405903835728,"mortality_young":0.0008058945980804724,"mortality_adult":0.0022923946717845413,"mortality_old":0.008103557305181036,"overseas_arrival_rate":0.02048758904545381,"emigration_rate":0.00143514541211536,"internal_departure_rate":0.001872906120365134,"internal_arrival_rate":0.01770345047137392}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,7988129,0,3994662,3993467,461984,443562,440768,446895,27451,28354,10036,11280,5332,15056,42819,1172549,489964,294668,1,8000000,0,27451,10036,5332,1362,9158,17834,11280,15056,125
1,7975036,0,3987920,3987116,479682,442357,436999,449004,26417,28119,9865,11479,5130,14907,41412,1200822,480099,289538,1,7988129,97509,26417,9865,5130,1427,9085,17607,11479,14907,96
2,7962402,0,3981583,3980819,497942,441102,433477,451020,27185,28209,9650,11399,5009,14870,41844,1228142,470449,284529,2,7975036,95917,27185,9650,5009,1431,9127,17651,11399,14870,112
3,7949952,0,3975412,3974540,516529,440002,430123,453018,27563,28112,9396,11322,4835,14810,41794,1254960,461121,279723,2,7962402,96322,27563,9396,4835,1466,9148,17498,11322,14810,118
4,7938861,0,3970096,3968765,535925,438992,426658,454774,28366,27834,9394,11383,4962,14596,42722,1280637,451853,274836,2,7949952,96038,28366,9394,4962,1390,8889,17555,11383,14596,130
5,7927884,0,3964441,3963443,555757,437894,423099,456466,28854,27790,9209,11301,4836,14785,42899,1305336,442822,270082,2,7938861,96535,28854,9209,4836,1437,9006,17347,11301,14785,121
6,7917651,0,3959102,3958549,576041,436722,419627,458250,29459,27637,8961,11245,4824,14595,43244,1329406,434100,265366,2,7927884,96775,29459,8961,4824,1560,8991,17086,11245,14595,99
7,7907502,0,3954123,3953379,596691,435312,416060,459754,29833,27310,8812,11424,4720,14780,43365,1352597,425580,260807,3,7917651,96721,29833,8812,4720,1382,9049,16879,11424,14780,100
8,7898198,0,3949519,3948679,617735,434061,412887,461348,30303,26979,8776,11217,4488,14675,43567,1375247,417176,256508,3,7907502,96879,30303,8776,4488,1443,8931,16605,11217,14675,111
9,7889362,0,3945117,3944245,639424,433107,409572,462837,30960,26921,8543,11359,4505,14564,44008,1396597,409003,252194,3,7898198,96438,30960,8543,4505,1492,8827,16602,11359,14564,102
10,7880739,0,3940808,3939931,661597,431855,406416,464172,31530,27065,8289,11180,4452,14649,44271,1417188,401185,247994,3,7889362,96852,31530,8289,4452,1452,8848,16765,11180,14649,85
11,7872686,0,3936690,3935996,684238,430653,403139,465385,32062,26711,8102,11317,4465,14654,44629,1437267,393583,243782,3,7880739,97165,32062,8102,4465,1503,8750,16458,11317,14654,110
12,7865184,0,3932831,3932353,707223,429278,400020,466542,32435,26598,7970,11124,4313,14498,44718,1456617,386182,239797,3,7872686,97311,32435,7970,4313,1571,8522,16505,11124,14498,111
13,7857145,0,3928642,3928503,730409,427911,397086,467715,32783,26727,7827,11111,4167,14978,44777,1475138,378942,235959,3,7865184,96938,32783,7827,4167,1555,8815,16357,11111,14978,113
14,7849996,0,3925128,3924868,754223,426522,394191,468748,33556,26369,7493,11255,4093,14667,45142,1493399,372080,232234,3,7857145,97593,33556,7493,4093,1538,8858,15973,11255,14667,100
15,7843156,0,3921505,3921651,778371,425280,391446,469583,33749,26514,7509,11101,4116,14599,45374,1510905,365210,228515,3,7849996,97433,33749,7509,4116,1533,8766,16215,11101,14599,114
16,7836859,0,3918099,3918760,802520,424019,388564,470232,33922,26045,7448,11083,4047,14586,45417,1528079,358470,224878,3,7843156,97588,33922,7448,4047,1631,8503,15911,11083,14586,94
17,7830521,0,3915121,3915400,827273,422605,385827,470971,34637,26247,7191,11159,3974,14734,45802,1543966,352034,221339,3,7836859,97131,34637,7191,3974,1632,8726,15889,11159,14734,104
18,7824958,0,3912530,3912428,852237,421275,383108,471760,34828,26035,7116,10941,3836,14367,45780,1560054,345703,217942,3,7830521,97942,34828,7116,3836,1649,8799,15587,10941,14367,100
19,7819357,0,3909742,3909615,877048,420077,380581,472421,34919,25786,7047,11113,3941,14609,45907,1575200,339488,214447,3,7824958,97123,34919,7047,3941,1671,8624,15491,11113,14609,98
20,7814048,0,3907100,3906948,902415,418746,378015,472878,35473,25523,6836,11134,3714,14675,46023,1589808,333562,211250,3,7819357,97415,35473,6836,3714,1544,8555,15424,11134,14675,108
21,7809069,0,3904670,3904399,928234,417608,375271,473200,35988,25580,6584,11200,3768,14539,46340,1603687,327931,207994,3,7814048,97355,35988,6584,3768,1701,8379,15500,11200,14539,113
22,7804670,0,3902294,3902376,954623,416440,372576,473672,36518,25369,6651,11176,3662,14685,46831,1616981,322239,204880,3,7809069,97659,36518,6651,3662,1656,8439,15274,11176,14685,97
23,7800520,0,3900390,3900130,980848,415461,370153,474153,36500,25310,6557,11083,3657,14471,46714,1630115,316682,201819,3,7804670,98061,36500,6557,3657,1667,8398,15245,11083,14471,100
