tick,prev_area,area,sex,event_age_months,count
13,qld,sa,male,13,1
13,qld,sa,male,14,1
13,qld,sa,female,5,1
13,qld,wa,male,8,1
13,qld,wa,female,9,1
13,qld,tas,female,4,1
13,qld,nt,male,5,1
13,qld,nt,male,6,1
13,qld,nt,male,10,1
13,qld,nt,male,16,1
13,qld,nt,female,8,1
13,qld,act,female,5,1
13,sa,nsw,male,4,1
13,sa,nsw,male,11,1
13,sa,nsw,male,13,1
13,sa,vic,female,3,1
13,sa,vic,female,4,1
13,sa,vic,female,5,1
13,sa,vic,female,6,1
13,sa,act,male,1,1
13,wa,nsw,male,2,1
13,wa,nsw,male,4,1
13,wa,nsw,male,10,1
13,wa,vic,female,5,1
13,wa,vic,female,7,1
13,wa,qld,male,5,2
13,wa,tas,female,5,1
13,tas,vic,male,1,1
13,tas,vic,female,6,1
13,tas,act,female,9,1
13,nt,qld,female,1,1
13,act,nt,female,3,1
14,nsw,vic,male,5,1
14,nsw,vic,male,13,1
14,nsw,vic,female,7,1
14,nsw,vic,female,8,1
14,nsw,vic,female,10,1
14,nsw,qld,female,5,2
14,nsw,sa,female,6,1
14,nsw,wa,male,10,1
14,nsw,wa,female,1,2
14,nsw,tas,male,0,1
14,nsw,tas,female,11,1
14,nsw,nt,male,2,2
14,nsw,nt,male,8,1
14,nsw,nt,female,2,1
14,nsw,nt,female,4,2
14,nsw,nt,female,7,2
14,nsw,nt,female,8,1
14,nsw,nt,female,10,1
14,nsw,act,male,5,1
14,nsw,act,male,8,1
14,vic,nsw,male,4,1
14,vic,qld,male,13,1
14,vic,qld,female,7,1
14,vic,sa,male,3,1
14,vic,sa,male,6,1
14,vic,sa,female,6,1
14,vic,sa,female,7,1
14,vic,sa,female,11,1
14,vic,wa,male,1,1
14,vic,wa,male,2,1
14,vic,wa,male,3,1
14,vic,wa,male,8,2
14,vic,wa,female,0,1
14,vic,wa,female,5,1
14,vic,wa,female,18,1
14,vic,tas,male,0,1
14,vic,tas,male,9,1
14,vic,tas,male,17,1
14,vic,tas,female,9,1
14,vic,nt,male,4,1
14,vic,nt,male,5,1
14,vic,nt,male,8,2
14,qld,nsw,male,1,1
14,qld,nsw,male,6,1
14,qld,nsw,male,11,1
14,qld,nsw,female,5,1
14,qld,nsw,female,8,1
14,qld,vic,female,2,1
14,qld,vic,female,5,1
14,qld,vic,female,7,2
14,qld,sa,female,1,1
14,qld,sa,female,5,1
14,qld,sa,female,6,1
14,qld,sa,female,7,1
14,qld,wa,female,4,1
14,qld,tas,male,3,2
14,qld,tas,female,4,1
14,qld,tas,female,7,1
14,qld,nt,male,9,1
14,qld,nt,male,10,1
14,qld,nt,female,12,1
14,qld,nt,female,15,1
14,qld,act,male,3,1
14,qld,act,male,4,1
14,qld,act,female,1,1
14,qld,act,female,3,1
14,qld,act,female,4,1
14,qld,act,female,5,1
14,qld,act,female,9,1
14,sa,vic,female,11,1
14,sa,qld,female,1,1
14,sa,wa,male,3,1
14,sa,wa,male,5,1
14,sa,wa,female,7,1
14,sa,tas,female,5,1
14,wa,nsw,male,7,1
14,wa,vic,male,5,1
14,wa,vic,female,12,1
14,wa,qld,male,8,1
14,wa,qld,female,3,1
14,wa,sa,female,4,1
14,wa,tas,male,1,1
14,wa,tas,male,6,1
14,wa,act,male,3,1
14,wa,act,male,8,1
14,tas,sa,female,7,1
14,nt,act,female,3,1
14,act,nsw,female,4,1
14,act,sa,female,16,1
14,act,nt,male,5,1
14,act,nt,male,6,1
15,nsw,vic,male,9,1
15,nsw,vic,female,6,1
15,nsw,qld,male,9,1
15,nsw,qld,male,12,1
15,nsw,qld,female,6,1
15,nsw,qld,female,11,1
15,nsw,qld,female,13,1
15,nsw,sa,female,1,1
15,nsw,wa,male,7,2
15,nsw,wa,female,5,1
15,nsw,wa,female,6,1
15,nsw,wa,female,7,1
15,nsw,tas,male,3,1
15,nsw,tas,male,6,1
15,nsw,tas,male,8,1
15,nsw,tas,female,8,1
15,nsw,tas,female,20,1
15,nsw,nt,male,0,1
15,nsw,nt,male,1,1
15,nsw,nt,male,3,1
15,nsw,nt,male,8,1
15,nsw,nt,female,3,1
15,nsw,nt,female,6,1
15,nsw,nt,female,7,1
15,nsw,nt,female,9,1
15,nsw,nt,female,15,1
15,nsw,act,male,8,1
15,nsw,act,female,3,1
15,nsw,act,female,9,1
15,nsw,act,female,12,1
15,vic,qld,male,3,2
15,vic,qld,male,8,1
15,vic,qld,female,2,1
15,vic,qld,female,6,2
15,vic,qld,female,10,1
15,vic,sa,male,10,1
15,vic,sa,female,5,1
15,vic,wa,male,0,1
15,vic,wa,male,4,1
15,vic,wa,male,7,1
15,vic,wa,female,15,1
15,vic,tas,male,2,1
15,vic,tas,female,5,2
15,vic,tas,female,9,1
15,vic,nt,male,0,1
15,vic,nt,male,2,1
15,vic,nt,male,3,1
15,vic,nt,male,10,1
15,vic,nt,female,1,1
15,vic,act,female,5,1
15,qld,nsw,male,0,1
15,qld,nsw,male,1,1
15,qld,nsw,male,8,1
15,qld,nsw,male,9,1
15,qld,nsw,female,5,1
15,qld,nsw,female,8,1
15,qld,vic,female,7,1
15,qld,sa,male,9,1
15,qld,sa,female,9,1
15,qld,wa,male,0,1
15,qld,wa,female,7,1
15,qld,wa,female,10,1
15,qld,tas,female,8,1
15,qld,nt,male,0,1
15,qld,nt,male,9,1
15,qld,nt,male,12,1
15,qld,nt,female,2,1
15,qld,nt,female,8,1
15,qld,act,male,3,1
15,qld,act,male,4,1
15,qld,act,male,7,1
15,qld,act,female,3,1
15,qld,act,female,7,1
15,qld,act,female,8,1
15,sa,nsw,male,6,1
15,sa,nsw,female,5,1
15,sa,vic,male,0,1
15,sa,vic,male,5,1
15,sa,qld,male,14,1
15,sa,tas,male,3,1
15,sa,tas,female,4,1
15,sa,act,female,11,1
15,wa,nsw,male,0,1
15,wa,qld,male,5,1
15,wa,sa,female,1,1
15,wa,tas,male,2,1
15,wa,nt,male,5,1
15,wa,nt,male,7,1
15,wa,nt,male,15,1
15,wa,act,male,1,1
15,tas,act,male,8,1
15,act,nsw,female,2,1
15,act,vic,female,11,1
16,nsw,vic,male,3,1
16,nsw,vic,male,5,1
16,nsw,vic,female,1,1
16,nsw,vic,female,4,1
16,nsw,vic,female,14,1
16,nsw,qld,male,4,1
16,nsw,qld,female,0,1
16,nsw,qld,female,1,1
16,nsw,qld,female,4,1
16,nsw,qld,female,11,1
16,nsw,sa,male,1,1
16,nsw,sa,male,5,1
16,nsw,sa,female,1,1
16,nsw,sa,female,3,1
16,nsw,sa,female,6,2
16,nsw,sa,female,8,1
16,nsw,sa,female,12,1
16,nsw,wa,male,4,1
16,nsw,wa,male,9,1
16,nsw,wa,male,10,1
16,nsw,wa,male,18,1
16,nsw,wa,female,8,1
16,nsw,tas,male,3,1
16,nsw,tas,male,4,1
16,nsw,tas,male,9,1
16,nsw,nt,male,9,1
16,nsw,nt,female,1,1
16,nsw,nt,female,9,1
16,nsw,nt,female,10,1
16,nsw,nt,female,15,1
16,nsw,act,male,4,1
16,nsw,act,male,5,2
16,nsw,act,male,8,1
16,nsw,act,female,2,1
16,vic,nsw,male,4,1
16,vic,nsw,male,8,1
16,vic,nsw,male,10,1
16,vic,qld,male,3,1
16,vic,qld,male,4,1
16,vic,qld,male,7,1
16,vic,qld,male,14,1
16,vic,qld,female,6,2
16,vic,qld,female,9,2
16,vic,sa,male,0,1
16,vic,sa,male,6,1
16,vic,sa,male,9,1
16,vic,sa,female,5,1
16,vic,sa,female,6,1
16,vic,sa,female,7,1
16,vic,sa,female,14,1
16,vic,wa,male,0,1
16,vic,wa,male,1,1
16,vic,wa,male,6,1
16,vic,wa,female,5,1
16,vic,wa,female,6,2
16,vic,wa,female,12,1
16,vic,tas,male,5,1
16,vic,tas,female,6,1
16,vic,nt,male,3,1
16,vic,nt,male,6,1
16,vic,nt,male,7,1
16,vic,nt,male,9,1
16,vic,nt,female,3,1
16,vic,nt,female,5,1
16,vic,act,male,1,1
16,vic,act,male,11,1
16,qld,nsw,male,4,1
16,qld,nsw,male,11,1
16,qld,nsw,female,3,1
16,qld,vic,female,4,1
16,qld,sa,male,3,1
16,qld,sa,male,7,1
16,qld,wa,male,4,2
16,qld,wa,male,6,1
16,qld,wa,female,2,1
16,qld,wa,female,9,1
16,qld,tas,male,3,1
16,qld,tas,male,8,1
16,qld,tas,female,8,1
16,qld,act,male,1,1
16,sa,nsw,female,7,1
16,sa,wa,male,12,1
16,sa,tas,male,7,1
16,sa,nt,female,3,1
16,sa,act,male,10,2
16,sa,act,female,0,1
16,sa,act,female,9,1
16,wa,nsw,male,4,1
16,wa,nsw,female,6,1
16,wa,vic,male,4,1
16,wa,vic,female,1,1
16,wa,vic,female,15,1
16,wa,qld,male,12,1
16,wa,sa,female,10,1
16,wa,tas,male,7,1
16,wa,tas,female,4,1
16,wa,nt,male,5,1
16,wa,nt,female,6,1
16,wa,nt,female,11,1
16,wa,act,female,3,1
16,wa,act,female,10,1
16,wa,act,female,11,1
16,tas,vic,female,6,1
16,nt,nsw,male,4,1
16,nt,sa,male,5,1
16,act,qld,male,4,1
16,act,qld,female,6,1
16,act,sa,male,9,1
16,act,sa,female,9,1
16,act,wa,male,7,1
16,act,nt,female,9,1
17,nsw,vic,male,2,1
17,nsw,vic,male,12,1
17,nsw,vic,female,8,1
17,nsw,qld,male,6,1
17,nsw,qld,male,7,1
17,nsw,qld,female,6,1
17,nsw,qld,female,7,1
17,nsw,sa,male,1,1
17,nsw,sa,male,3,1
17,nsw,sa,male,11,1
17,nsw,sa,female,0,1
17,nsw,sa,female,2,1
17,nsw,sa,female,11,1
17,nsw,wa,male,5,1
17,nsw,wa,female,11,2
17,nsw,tas,male,8,2
17,nsw,tas,male,12,1
17,nsw,tas,female,3,1
17,nsw,tas,female,10,1
17,nsw,tas,female,11,1
17,nsw,nt,male,0,2
17,nsw,nt,male,1,1
17,nsw,nt,female,0,1
17,nsw,nt,female,4,1
17,nsw,act,male,3,1
17,nsw,act,male,9,1
17,nsw,act,male,15,1
17,nsw,act,female,2,1
17,nsw,act,female,6,1
17,nsw,act,female,8,1
17,vic,nsw,male,6,1
17,vic,nsw,male,9,1
17,vic,nsw,male,11,1
17,vic,nsw,female,8,1
17,vic,qld,male,2,1
17,vic,qld,female,3,2
17,vic,sa,male,9,1
17,vic,sa,male,11,1
17,vic,wa,female,2,1
17,vic,tas,male,3,1
17,vic,tas,female,9,1
17,vic,tas,female,11,1
17,vic,nt,male,1,2
17,vic,nt,male,8,1
17,vic,nt,female,3,1
17,vic,nt,female,5,1
17,vic,nt,female,10,1
17,vic,act,male,0,1
17,vic,act,male,1,1
17,vic,act,male,4,1
17,vic,act,female,1,1
17,vic,act,female,4,1
17,vic,act,female,6,1
17,vic,act,female,10,1
17,qld,nsw,male,4,1
17,qld,nsw,female,6,1
17,qld,vic,female,7,1
17,qld,vic,female,9,1
17,qld,vic,female,10,2
17,qld,sa,male,4,1
17,qld,sa,female,5,1
17,qld,wa,male,7,1
17,qld,wa,female,7,1
17,qld,tas,male,10,1
17,qld,tas,female,3,1
17,qld,nt,male,4,1
17,qld,act,female,10,1
17,sa,nsw,female,3,1
17,sa,nsw,female,5,1
17,sa,wa,female,3,1
17,sa,tas,male,0,1
17,sa,tas,female,10,1
17,sa,nt,male,14,1
17,wa,nsw,male,10,2
17,wa,nsw,male,12,1
17,wa,nsw,female,17,1
17,wa,qld,male,3,1
17,wa,qld,male,4,1
17,wa,sa,female,2,1
17,wa,tas,female,3,1
17,wa,tas,female,9,1
17,wa,nt,male,7,1
17,wa,nt,female,8,1
17,wa,act,male,9,1
17,wa,act,female,2,1
17,wa,act,female,4,1
17,wa,act,female,7,1
17,tas,nsw,male,8,1
17,tas,sa,male,5,1
17,tas,sa,female,4,1
17,tas,nt,male,2,1
17,tas,nt,female,14,1
17,tas,act,female,3,1
17,nt,qld,male,8,1
17,act,nt,female,14,1
18,nsw,vic,male,9,1
18,nsw,vic,female,0,1
18,nsw,vic,female,4,1
18,nsw,vic,female,5,1
18,nsw,vic,female,14,1
18,nsw,qld,male,6,1
18,nsw,qld,male,7,1
18,nsw,sa,male,3,1
18,nsw,sa,male,4,1
18,nsw,sa,female,5,1
18,nsw,sa,female,8,1
18,nsw,wa,male,5,2
18,nsw,wa,male,7,2
18,nsw,wa,male,11,1
18,nsw,wa,male,12,1
18,nsw,tas,male,8,1
18,nsw,tas,male,12,1
18,nsw,tas,male,13,1
18,nsw,tas,female,0,2
18,nsw,tas,female,3,1
18,nsw,tas,female,7,1
18,nsw,nt,male,1,1
18,nsw,nt,male,3,1
18,nsw,nt,male,10,1
18,nsw,nt,female,5,1
18,nsw,nt,female,6,1
18,nsw,act,female,3,1
18,nsw,act,female,10,1
18,vic,nsw,male,1,1
18,vic,nsw,male,4,1
18,vic,nsw,male,6,1
18,vic,nsw,female,2,1
18,vic,qld,male,5,1
18,vic,qld,male,11,1
18,vic,sa,male,4,1
18,vic,sa,male,7,1
18,vic,sa,male,11,1
18,vic,sa,female,5,1
18,vic,wa,male,8,1
18,vic,wa,female,5,1
18,vic,wa,female,6,1
18,vic,wa,female,9,1
18,vic,wa,female,11,2
18,vic,tas,female,7,2
18,vic,nt,male,0,1
18,vic,nt,male,2,1
18,vic,nt,male,7,1
18,vic,nt,male,9,1
18,vic,nt,female,2,1
18,vic,act,male,4,1
18,vic,act,male,7,1
18,vic,act,male,11,1
18,vic,act,female,7,1
18,qld,nsw,male,6,1
18,qld,nsw,male,9,1
18,qld,nsw,female,8,1
18,qld,vic,male,10,1
18,qld,vic,male,11,1
18,qld,sa,female,1,1
18,qld,sa,female,4,1
18,qld,sa,female,6,1
18,qld,wa,female,1,1
18,qld,wa,female,4,1
18,qld,tas,male,1,1
18,qld,tas,male,2,1
18,qld,tas,male,3,1
18,qld,tas,male,6,1
18,qld,tas,female,1,1
18,qld,tas,female,6,1
18,qld,tas,female,8,1
18,qld,nt,female,6,1
18,qld,act,male,2,1
18,qld,act,female,5,1
18,sa,nsw,female,3,1
18,sa,vic,male,5,1
18,sa,vic,male,8,1
18,sa,wa,male,12,1
18,sa,tas,male,8,1
18,sa,tas,female,11,2
18,sa,nt,male,2,1
18,sa,nt,female,3,1
18,wa,nsw,male,6,1
18,wa,vic,male,3,1
18,wa,vic,female,4,1
18,wa,qld,female,9,1
18,wa,sa,male,2,1
18,wa,sa,male,8,1
18,wa,sa,male,12,1
18,wa,sa,female,8,1
18,wa,sa,female,12,1
18,wa,tas,male,15,1
18,wa,nt,male,8,1
18,wa,nt,male,9,1
18,wa,nt,male,11,1
18,wa,act,female,13,1
18,tas,vic,male,5,1
18,tas,act,female,6,1
18,nt,vic,female,8,1
18,act,sa,male,7,1
18,act,wa,female,8,1
19,nsw,vic,male,2,1
19,nsw,vic,male,5,1
19,nsw,vic,female,10,1
19,nsw,qld,male,2,1
19,nsw,qld,male,6,1
19,nsw,qld,male,8,1
19,nsw,qld,male,9,1
19,nsw,qld,female,3,1
19,nsw,sa,male,0,1
19,nsw,sa,male,2,1
19,nsw,sa,male,3,1
19,nsw,sa,male,4,2
19,nsw,sa,male,5,1
19,nsw,sa,male,6,1
19,nsw,sa,male,9,1
19,nsw,sa,male,11,1
19,nsw,sa,female,1,1
19,nsw,wa,male,0,1
19,nsw,wa,female,4,1
19,nsw,wa,female,13,1
19,nsw,tas,male,3,1
19,nsw,tas,male,4,2
19,nsw,tas,male,5,1
19,nsw,tas,male,6,1
19,nsw,tas,male,7,1
19,nsw,tas,male,9,2
19,nsw,tas,female,4,1
19,nsw,tas,female,7,1
19,nsw,tas,female,9,1
19,nsw,nt,male,8,1
19,nsw,nt,male,10,2
19,nsw,nt,male,13,1
19,nsw,nt,female,0,1
19,nsw,nt,female,7,1
19,nsw,act,male,3,1
19,nsw,act,male,5,1
19,nsw,act,female,5,1
19,nsw,act,female,8,2
19,nsw,act,female,9,1
19,vic,nsw,female,14,2
19,vic,qld,male,2,1
19,vic,qld,male,3,1
19,vic,qld,male,5,1
19,vic,qld,male,13,1
19,vic,qld,female,6,1
19,vic,sa,male,4,1
19,vic,sa,female,5,1
19,vic,sa,female,6,1
19,vic,wa,male,5,1
19,vic,wa,female,5,1
19,vic,wa,female,11,1
19,vic,tas,female,5,2
19,vic,nt,male,4,1
19,vic,nt,male,9,1
19,vic,nt,female,16,1
19,vic,act,male,5,1
19,vic,act,male,10,1
19,qld,nsw,male,8,1
19,qld,nsw,male,14,1
19,qld,nsw,female,7,1
19,qld,vic,male,10,1
19,qld,vic,male,12,1
19,qld,vic,female,2,1
19,qld,sa,male,5,1
19,qld,wa,male,4,1
19,qld,wa,male,8,1
19,qld,tas,female,0,1
19,qld,tas,female,7,1
19,qld,tas,female,15,1
19,qld,act,male,7,1
19,qld,act,male,10,1
19,sa,nsw,male,1,1
19,sa,vic,male,1,1
19,sa,vic,female,6,1
19,sa,qld,male,3,1
19,sa,qld,female,8,1
19,sa,wa,male,0,1
19,sa,tas,male,5,1
19,sa,tas,male,7,1
19,sa,nt,male,0,1
19,sa,nt,male,4,1
19,sa,nt,female,2,1
19,sa,act,female,8,1
19,wa,nsw,female,9,1
19,wa,vic,male,6,1
19,wa,vic,female,6,1
19,wa,qld,male,12,1
19,wa,qld,female,7,1
19,wa,sa,male,11,1
19,wa,sa,female,9,1
19,wa,tas,male,6,1
19,wa,nt,male,0,1
19,wa,nt,male,5,1
19,wa,nt,female,3,1
19,wa,act,male,4,1
19,wa,act,female,6,1
19,nt,vic,female,2,1
19,nt,qld,female,8,1
19,nt,sa,female,4,1
19,nt,tas,male,6,1
19,act,nsw,female,1,1
19,act,sa,female,4,1
20,nsw,vic,male,3,1
20,nsw,vic,male,8,1
20,nsw,vic,male,10,1
20,nsw,vic,female,6,1
20,nsw,vic,female,8,1
20,nsw,vic,female,9,1
20,nsw,vic,female,10,2
20,nsw,vic,female,12,1
20,nsw,vic,female,15,1
20,nsw,qld,male,7,1
20,nsw,qld,male,13,1
20,nsw,qld,female,2,1
20,nsw,qld,female,4,1
20,nsw,qld,female,5,1
20,nsw,qld,female,6,1
20,nsw,sa,male,3,1
20,nsw,sa,male,5,1
20,nsw,sa,male,9,1
20,nsw,sa,female,4,1
20,nsw,sa,female,6,1
20,nsw,wa,female,8,1
20,nsw,tas,female,2,1
20,nsw,tas,female,10,1
20,nsw,nt,male,6,1
20,nsw,nt,male,8,1
20,nsw,act,male,4,2
20,vic,nsw,male,3,2
20,vic,nsw,female,12,1
20,vic,qld,male,4,1
20,vic,qld,male,8,1
20,vic,qld,female,4,1
20,vic,qld,female,6,1
20,vic,qld,female,7,1
20,vic,qld,female,10,1
20,vic,sa,male,11,1
20,vic,sa,female,2,1
20,vic,wa,female,1,1
20,vic,wa,female,4,1
20,vic,wa,female,5,1
20,vic,tas,male,16,1
20,vic,tas,female,7,1
20,vic,nt,male,5,1
20,vic,nt,female,5,1
20,vic,act,male,4,1
20,vic,act,male,5,1
20,vic,act,male,6,1
20,vic,act,male,9,1
20,vic,act,female,0,1
20,qld,nsw,male,3,1
20,qld,nsw,male,7,2
20,qld,nsw,male,8,1
20,qld,nsw,female,4,1
20,qld,nsw,female,5,1
20,qld,nsw,female,10,1
20,qld,vic,male,4,1
20,qld,vic,male,5,1
20,qld,sa,male,5,1
20,qld,sa,male,10,1
20,qld,sa,female,5,1
20,qld,sa,female,6,2
20,qld,wa,male,12,1
20,qld,wa,male,13,1
20,qld,wa,female,3,1
20,qld,tas,female,6,1
20,qld,nt,male,2,1
20,qld,nt,male,5,1
20,qld,nt,female,0,1
20,qld,nt,female,2,1
20,qld,nt,female,7,1
20,qld,act,male,3,1
20,qld,act,male,5,1
20,qld,act,female,3,1
20,sa,vic,male,7,1
20,sa,wa,female,7,1
20,sa,tas,female,7,1
20,wa,nsw,male,4,1
20,wa,nsw,male,9,1
20,wa,vic,male,3,1
20,wa,vic,female,5,3
20,wa,qld,female,9,1
20,wa,sa,female,6,1
20,wa,tas,male,0,1
20,wa,tas,male,6,1
20,nt,nsw,female,9,1
20,act,vic,male,10,1
20,act,sa,female,10,1
20,act,tas,female,7,1
21,nsw,vic,male,1,1
21,nsw,vic,male,11,1
21,nsw,vic,female,0,1
21,nsw,vic,female,1,1
21,nsw,vic,female,5,1
21,nsw,qld,female,0,1
21,nsw,sa,male,2,1
21,nsw,sa,male,3,1
21,nsw,sa,male,5,1
21,nsw,sa,male,7,1
21,nsw,sa,male,9,1
21,nsw,sa,male,12,1
21,nsw,wa,male,2,1
21,nsw,wa,male,5,1
21,nsw,wa,female,0,1
21,nsw,wa,female,3,1
21,nsw,wa,female,4,1
21,nsw,wa,female,5,1
21,nsw,wa,female,10,1
21,nsw,wa,female,11,1
21,nsw,tas,male,3,2
21,nsw,tas,male,5,1
21,nsw,nt,male,2,1
21,nsw,nt,male,8,1
21,nsw,nt,male,13,1
21,nsw,nt,female,3,1
21,nsw,act,male,5,1
21,nsw,act,male,6,1
21,nsw,act,female,1,1
21,nsw,act,female,3,1
21,nsw,act,female,10,1
21,nsw,act,female,12,1
21,vic,nsw,male,3,1
21,vic,nsw,male,7,1
21,vic,nsw,male,9,2
21,vic,nsw,female,6,1
21,vic,nsw,female,10,1
21,vic,qld,female,8,1
21,vic,qld,female,17,1
21,vic,sa,male,5,1
21,vic,sa,male,11,1
21,vic,sa,female,12,1
21,vic,wa,male,10,1
21,vic,wa,female,9,1
21,vic,wa,female,10,2
21,vic,tas,male,6,1
21,vic,tas,male,7,1
21,vic,tas,male,10,1
21,vic,tas,male,11,1
21,vic,tas,female,1,1
21,vic,tas,female,3,1
21,vic,tas,female,4,2
21,vic,nt,male,8,1
21,vic,nt,female,8,1
21,vic,act,male,11,1
21,vic,act,female,4,1
21,vic,act,female,7,1
21,qld,nsw,female,7,1
21,qld,nsw,female,12,1
21,qld,vic,male,2,1
21,qld,vic,male,10,1
21,qld,vic,female,5,1
21,qld,vic,female,11,1
21,qld,sa,male,8,1
21,qld,sa,female,0,1
21,qld,sa,female,1,1
21,qld,wa,female,4,1
21,qld,wa,female,6,1
21,qld,tas,male,1,1
21,qld,tas,female,8,1
21,qld,tas,female,9,2
21,qld,nt,male,1,1
21,qld,nt,male,12,1
21,qld,nt,female,5,1
21,qld,act,male,3,1
21,sa,nsw,female,6,1
21,sa,vic,male,6,1
21,sa,qld,male,11,1
21,sa,tas,female,12,1
21,sa,tas,female,15,1
21,sa,nt,male,7,1
21,sa,act,female,12,1
21,wa,vic,male,5,1
21,wa,vic,female,7,1
21,wa,tas,male,3,1
21,wa,tas,female,9,1
21,wa,tas,female,10,1
21,wa,nt,male,3,1
21,wa,nt,male,4,1
21,wa,nt,female,5,1
21,wa,nt,female,8,1
21,wa,act,male,4,1
21,wa,act,male,10,1
21,wa,act,female,5,1
21,nt,nsw,female,11,1
21,nt,tas,male,3,1
21,act,qld,female,8,1
21,act,qld,female,14,1
22,nsw,vic,male,7,1
22,nsw,vic,male,11,1
22,nsw,vic,female,7,1
22,nsw,qld,male,0,1
22,nsw,qld,male,1,1
22,nsw,qld,male,9,1
22,nsw,qld,male,13,1
22,nsw,qld,female,15,1
22,nsw,sa,male,0,1
22,nsw,sa,male,1,1
22,nsw,sa,male,5,1
22,nsw,sa,male,9,2
22,nsw,sa,female,4,1
22,nsw,wa,male,5,1
22,nsw,wa,female,5,1
22,nsw,wa,female,6,1
22,nsw,tas,male,3,1
22,nsw,tas,male,5,1
22,nsw,tas,male,6,1
22,nsw,nt,male,2,1
22,nsw,nt,male,6,1
22,nsw,nt,female,10,1
22,nsw,act,male,9,1
22,nsw,act,female,6,1
22,nsw,act,female,10,1
22,vic,nsw,female,8,1
22,vic,qld,male,8,1
22,vic,qld,female,2,1
22,vic,qld,female,4,1
22,vic,sa,male,1,1
22,vic,wa,female,6,1
22,vic,wa,female,7,1
22,vic,wa,female,13,1
22,vic,tas,male,5,1
22,vic,tas,female,1,1
22,vic,tas,female,5,1
22,vic,nt,male,0,1
22,vic,nt,male,4,1
22,vic,nt,male,8,2
22,vic,nt,male,13,1
22,vic,act,male,10,1
22,vic,act,female,4,1
22,qld,nsw,male,5,1
22,qld,nsw,male,6,1
22,qld,nsw,male,7,1
22,qld,nsw,female,4,1
22,qld,nsw,female,8,1
22,qld,vic,male,0,1
22,qld,vic,male,4,1
22,qld,vic,male,5,1
22,qld,vic,female,7,1
22,qld,sa,male,6,1
22,qld,sa,male,16,1
22,qld,sa,female,0,1
22,qld,wa,male,8,2
22,qld,wa,male,16,1
22,qld,wa,female,9,1
22,qld,tas,male,12,2
22,qld,tas,female,7,1
22,qld,nt,male,8,1
22,qld,nt,female,0,1
22,qld,act,female,5,1
22,qld,act,female,10,1
22,sa,vic,male,12,1
22,sa,vic,female,11,1
22,sa,qld,female,7,1
22,sa,wa,male,13,1
22,sa,wa,male,14,1
22,sa,act,male,6,1
22,wa,nsw,male,6,1
22,wa,nsw,female,3,1
22,wa,nsw,female,7,1
22,wa,vic,male,6,1
22,wa,vic,male,9,1
22,wa,qld,male,6,1
22,wa,qld,female,4,1
22,wa,sa,female,8,1
22,wa,sa,female,9,1
22,wa,nt,male,9,1
22,wa,nt,male,13,1
22,wa,nt,female,7,1
22,tas,nsw,female,10,1
22,tas,qld,male,6,1
22,tas,nt,male,2,1
22,nt,act,male,7,1
22,act,wa,female,9,1
22,act,tas,male,7,1
22,act,nt,female,6,1
23,nsw,vic,male,4,2
23,nsw,vic,female,6,1
23,nsw,qld,male,0,1
23,nsw,qld,male,2,2
23,nsw,qld,male,5,2
23,nsw,qld,male,8,2
23,nsw,qld,female,3,1
23,nsw,qld,female,4,2
23,nsw,qld,female,6,1
23,nsw,qld,female,12,2
23,nsw,qld,female,13,1
23,nsw,sa,male,7,1
23,nsw,sa,male,8,1
23,nsw,sa,female,7,1
23,nsw,wa,male,4,1
23,nsw,wa,male,6,1
23,nsw,wa,male,10,1
23,nsw,wa,male,11,1
23,nsw,wa,female,2,1
23,nsw,wa,female,6,1
23,nsw,wa,female,7,1
23,nsw,wa,female,11,2
23,nsw,wa,female,12,1
23,nsw,tas,male,4,1
23,nsw,tas,female,13,1
23,nsw,nt,male,2,1
23,nsw,nt,male,7,1
23,nsw,nt,male,10,1
23,nsw,nt,male,12,1
23,nsw,nt,female,9,1
23,nsw,act,female,2,1
23,vic,nsw,male,3,1
23,vic,nsw,male,5,1
23,vic,nsw,female,4,2
23,vic,nsw,female,9,1
23,vic,qld,male,8,1
23,vic,qld,male,10,1
23,vic,qld,female,1,1
23,vic,qld,female,4,1
23,vic,sa,male,3,2
23,vic,sa,male,7,1
23,vic,sa,male,11,1
23,vic,sa,female,5,1
23,vic,wa,male,2,1
23,vic,wa,male,4,1
23,vic,wa,male,6,1
23,vic,wa,female,7,2
23,vic,tas,male,2,1
23,vic,tas,male,7,1
23,vic,tas,female,8,1
23,vic,nt,male,5,1
23,vic,nt,female,2,1
23,vic,nt,female,6,1
23,vic,act,male,8,1
23,vic,act,female,3,1
23,vic,act,female,7,1
23,vic,act,female,8,1
23,qld,nsw,male,11,1
23,qld,vic,female,7,1
23,qld,sa,male,5,1
23,qld,sa,female,3,1
23,qld,sa,female,4,1
23,qld,wa,female,2,1
23,qld,wa,female,4,1
23,qld,wa,female,8,1
23,qld,wa,female,10,1
23,qld,wa,female,12,1
23,qld,tas,male,4,2
23,qld,tas,male,5,1
23,qld,tas,female,2,1
23,qld,tas,female,3,1
23,qld,nt,male,4,1
23,qld,nt,male,6,1
23,qld,nt,male,7,1
23,qld,nt,female,5,1
23,qld,nt,female,7,1
23,qld,act,male,2,1
23,qld,act,male,5,1
23,qld,act,female,3,2
23,sa,qld,female,5,2
23,sa,tas,female,4,1
23,sa,nt,male,5,1
23,sa,nt,male,6,1
23,sa,nt,female,1,1
